id,name,updated_at,created_at,gender,type,national_team_id,main_team,senior_team,level
6c85c04b-3874-4773-bf3f-1479b809ebc3,Brumbies,29/04/2019 18:46,20/02/2019 14:18,M,club,216fc1fc-f969-462b-8875-b1910c85e482,,,1
bc83b35a-d139-4b67-9805-ac5bf48b35c1,Brumbies Colts,20/02/2019 14:18,20/02/2019 14:18,M,club_u20s,216fc1fc-f969-462b-8875-b1910c85e482,Brumbies,6c85c04b-3874-4773-bf3f-1479b809ebc3,3
2ef13574-c2dd-4411-a9a7-9dc969081ef9,Brumbies Women,13/04/2020 17:45,13/04/2020 17:45,F,club_women,216fc1fc-f969-462b-8875-b1910c85e482,Brumbies,6c85c04b-3874-4773-bf3f-1479b809ebc3,1
3a0d8514-69cc-4807-a293-b0fee64aaca8,Brumby Runners,24/04/2020 17:30,24/04/2020 17:30,M,club_adev_team,216fc1fc-f969-462b-8875-b1910c85e482,NSW Waratahs,9c301597-4576-419a-94a3-59529d7fdb67,2
f4a63316-66f3-49d6-ad31-754144e1058b,Brunei,24/04/2020 17:30,24/04/2020 17:30,M,international,,,,1
83a2e576-e743-4440-b7d6-6fa42724be89,Buccaneers,06/08/2020 14:33,06/08/2020 14:33,M,club,ee8f8374-1c04-4276-ab75-4bafc7441912,,,1
0731e367-64e8-4daa-bc5a-0f4f7a2398d4,Budowlani Lublin,13/04/2020 17:45,13/04/2020 17:45,M,club,cfdd7fce-43a1-4af6-a4ca-0c2e23d075f9,,,1
6ad9e4f2-bd16-4a2a-8e37-fb7126311db9,Buenos Aires,05/05/2020 16:26,05/05/2020 16:26,M,club,294eaf52-dfdd-4918-ad0a-3274f5dbd2cf,,,1
149ff64c-ef2c-4344-a682-5061c5bd797e,Bulava Taganrog,13/04/2020 17:45,13/04/2020 17:45,M,club,95c15dd0-52af-47bf-8322-753183c0477d,,,1
2d78c309-36aa-4df1-8763-3d4d56bfb55a,Bulgaria,24/04/2020 17:30,24/04/2020 17:30,M,international,,,,1
391b687d-491f-4842-8e03-fef5a341bb77,Buller,29/04/2019 19:23,20/02/2019 14:18,M,club,cae79170-e3ef-4329-9903-c10186a49cec,,,1
f0e39423-442b-49d4-81e9-4e3f365f9550,Bulls,29/04/2019 18:45,20/02/2019 14:18,M,club,bf41a52c-94f3-426a-b707-f2f11cb01de8,,,1
8be6780c-1a57-4b26-bb4f-83dc06dd39d1,Burgos,13/04/2020 17:45,13/04/2020 17:45,M,club,a3a64375-a2ae-4342-bbd2-35665c2f31aa,,,1
2e4414c4-43b1-4a1d-b6ca-cece82f0390a,Burkina Faso,24/04/2020 17:30,24/04/2020 17:30,M,international,,,,1
f1bbf189-7206-4192-8b9c-8edc271a8d20,Burundi,24/04/2020 17:30,24/04/2020 17:30,M,international,,,,1
6a8673ef-d8b1-450b-bbaf-826c50d69081,Caerphilly,05/05/2020 16:26,05/05/2020 16:26,M,club,33c5dddd-470e-4bbf-888a-41de5eba7f59,,,1
75fd7503-d95b-4b5a-a5ea-36ffd2d77d38,Cafeteros Pro,30/03/2021 14:17,30/03/2021 14:17,M,club,6db54310-4ea9-42fa-9b4f-601f06aabe83,,,1
f5a9b4c8-a9cc-49e2-b822-2bd4c31611a3,Caldy,05/05/2020 16:26,05/05/2020 16:26,M,club,f9413c17-aeb0-4739-b9ba-b9bf52991c68,,,1
c7301c74-4b55-4de6-a2f7-f9740f410a2d,Caledonians,05/05/2020 16:26,05/05/2020 16:26,M,club,cfe6acd2-6656-4c02-bfae-28bd6f368cfc,,,1
f177880b-9cd0-4b61-b92d-f62cf4882c68,Calvisano,29/04/2019 21:30,20/02/2019 14:18,M,club,1f4f7424-1bc0-4aed-adc2-6ccfab40fbae,,,1
716039d6-fcfc-4949-bd31-46d789c84ed3,Cambodia,24/04/2020 17:30,24/04/2020 17:30,M,international,,,,1
d8615825-cd5e-4eb3-9c73-dcb1eb7a693d,Cambridge,05/05/2020 16:26,05/05/2020 16:26,M,club,f9413c17-aeb0-4739-b9ba-b9bf52991c68,,,1
0fe0b637-0c42-4047-bf06-dc16fb020722,Cambridge University,24/07/2019 10:32,24/07/2019 10:32,M,club,f9413c17-aeb0-4739-b9ba-b9bf52991c68,,,1
9aaa03bb-560d-4911-9167-171b29098c03,Cameroon,24/04/2020 17:30,24/04/2020 17:30,M,international,,,,1
