event_id,prediction_probability,prediction_probability
facbdde0-6498-11ef-beb0-0242ac110002,0.8642674,0.8642674
a8de6c58-8cde-11ef-88c0-6045bdcfcd7b,0.24616238,0.24616238
011cd92e-6499-11ef-beb0-0242ac110002,0.71985954,0.71985954
0157fec8-6499-11ef-beb0-0242ac110002,0.83215195,0.83215195
01b23e38-6499-11ef-beb0-0242ac110002,0.39779472,0.39779472
01cf4604-6499-11ef-beb0-0242ac110002,0.7698188,0.7698188
02b7c776-6499-11ef-beb0-0242ac110002,0.7090444,0.7090444
02451c30-6499-11ef-beb0-0242ac110002,0.73209345,0.73209345
03112fa0-6499-11ef-beb0-0242ac110002,0.85687983,0.85687983
03c42a10-6499-11ef-beb0-0242ac110002,0.80137235,0.80137235
0388e4aa-6499-11ef-beb0-0242ac110002,0.517711,0.517711
0456b1b4-6499-11ef-beb0-0242ac110002,0.7426168,0.7426168
05af6cf4-6499-11ef-beb0-0242ac110002,0.9181365,0.9181365
060d93ce-6499-11ef-beb0-0242ac110002,0.78431946,0.78431946
7d1e0d88-1b96-11ee-9367-0242ac120002,0.78995335,0.78995335
9b31b890-2a39-11ee-a9a8-0242ac120002,0.90826535,0.90826535
9a39b582-af1b-11ea-9b48-4865ee11b869,0.6204645,0.6204645
804a718c-af1b-11ea-bd74-4865ee11b869,0.8497661,0.8497661
6d49df4c-af1b-11ea-ab68-4865ee11b869,0.3511604,0.3511604
85ba6bda-af1b-11ea-a2f3-4865ee11b869,0.3194671,0.3194671
88ff4002-af1b-11ea-983c-4865ee11b869,0.6731354,0.6731354
74121082-af1b-11ea-8a98-4865ee11b869,0.22774068,0.22774068
7599c7e2-af1b-11ea-b1c3-4865ee11b869,0.49467832,0.49467832
7d850cd2-af1b-11ea-9f90-4865ee11b869,0.49856207,0.49856207
9d34fe40-af1b-11ea-a766-4865ee11b869,0.46008828,0.46008828
a506324c-af1b-11ea-9c29-4865ee11b869,0.9105338,0.9105338
a82b151c-af1b-11ea-aa3a-4865ee11b869,0.49076816,0.49076816
b689870c-af1b-11ea-9d5a-4865ee11b869,0.9507005,0.9507005
6e3fa6f4-af1b-11ea-ab88-4865ee11b869,0.7292085,0.7292085
790e503c-9a72-11ec-b155-0242ac140002,0.92950433,0.92950433
ace8a06c-af1b-11ea-96c2-4865ee11b869,0.8770204,0.8770204
279f3d98-af21-11ea-ad4f-4865ee11b869,0.91914415,0.91914415
99ca286e-9a72-11ec-b155-0242ac140002,0.98266643,0.98266643
96ca7b28-af1b-11ea-8464-4865ee11b869,0.77513695,0.77513695
a34ec52e-af1b-11ea-8c34-4865ee11b869,0.8655313,0.8655313
e5d68cd3-21db-409a-ad8d-8e3621527337,0.7573937,0.7573937
2c108099-e30a-44e5-9bf5-61abcc9d0429,0.94773024,0.94773024
1799ad80-289b-4a8c-9374-c2469d18c714,0.90008396,0.90008396
a57def22-e0d9-43d4-8ecb-ba37bc5a1fd1,0.58833987,0.58833987
b3b0a14e-f345-47fb-92f7-1aae250652eb,0.77315724,0.77315724
41bb0920-6a3e-498b-b4dd-897c8f0a6af8,0.95460916,0.95460916
0c6e601d-a92f-4022-a5c3-175f02ec4b68,0.6970841,0.6970841
a778fdf0-7766-4633-9615-3869507e51d5,0.48038146,0.48038146
2ef6832c-aa20-468c-a7d3-6337a742c220,0.49339598,0.49339598
59f6c094-d7fc-11ea-bc6a-50eb71236d8c,0.76502675,0.76502675
5f92fd6e-d7fc-11ea-86b6-50eb71236d8c,0.649268,0.649268
615162de-e057-11eb-a25e-0242ac130002,0.842116,0.842116
66dd9d6c-e057-11eb-a25e-0242ac130002,0.6080605,0.6080605
685678a8-e057-11eb-a25e-0242ac130002,0.91516113,0.91516113
5e42354a-fe57-11ec-ba1c-0242ac130002,0.48187935,0.48187935
69477ba8-fe57-11ec-ba1c-0242ac130002,0.8841074,0.8841074
7594b88a-fe57-11ec-ba1c-0242ac130002,0.26136845,0.26136845
76ce3aa0-fe57-11ec-ba1c-0242ac130002,0.48935694,0.48935694
79cae794-fe57-11ec-ba1c-0242ac130002,0.6416277,0.6416277
7acc1b22-fe57-11ec-ba1c-0242ac130002,0.7721065,0.7721065
7832e186-1b96-11ee-9367-0242ac120002,0.5153446,0.5153446
7957290a-1b96-11ee-9367-0242ac120002,0.7623077,0.7623077
7d082ac2-1b96-11ee-9367-0242ac120002,0.82627416,0.82627416
4b13bb92-2a39-11ee-a9a8-0242ac120002,0.9817466,0.9817466
82b11998-1b96-11ee-9367-0242ac120002,0.59378064,0.59378064
036bb862-6499-11ef-beb0-0242ac110002,0.66331935,0.66331935
041b862a-6499-11ef-beb0-0242ac110002,0.8901223,0.8901223
04d08bc4-6499-11ef-beb0-0242ac110002,0.59872645,0.59872645
03fe50d2-6499-11ef-beb0-0242ac110002,0.8278642,0.8278642
a0471bb8-2a39-11ee-a9a8-0242ac120002,0.66139466,0.66139466
